numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 T 18513,"Arrêté n° 2025 T 18513 modifiant, à titre provisoire, les règles de stationnement rue Nanteuil, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,51,False,True,True,45438,s3://parisarretes/arretes/2025/2025_T_18513_f5a5e058.pdf,2025-11-22T05:20:34.444634
2025 T 18496,"Arrêté n° 2025 T 18496 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement rue d'Alleray, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,53,True,True,True,45437,s3://parisarretes/arretes/2025/2025_T_18496_d9f1462c.pdf,2025-11-22T05:20:34.444908
2025 T 18553,"Arrêté n° 2025 T 18553 modifiant, à titre provisoire, les règles de circulation générale rue Godefroy Cavaignac, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,21/11/2025,18/11/2025,103,True,False,True,45435,s3://parisarretes/arretes/2025/2025_T_18553_99ca469c.pdf,2025-11-22T05:20:34.445581
2025 T 18544,"Arrêté n° 2025 T 18544 modifiant, à titre provisoire, les règles de stationnement rue Labrouste, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,18/11/2025,52,False,True,True,45434,s3://parisarretes/arretes/2025/2025_T_18544_e3ef947a.pdf,2025-11-22T05:20:34.445859
2025 C 16858,"Arrêté n° 2025 C 16858 modifiant, à titre provisoire, la règle du stationnement rue du Temple et rue du Pont Louis-Philippe, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/11/2025,19/11/2025,123,False,True,True,45436,s3://parisarretes/arretes/2025/2025_C_16858_18967c14.pdf,2025-11-22T05:20:34.445242
2025 T 18525,"Arrêté n° 2025 T 18525 modifiant, à titre provisoire, les règles de stationnement rue Cambronne, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,51,False,True,True,45433,s3://parisarretes/arretes/2025/2025_T_18525_2a31b3e9.pdf,2025-11-22T05:20:34.446188
2025 T 18517,"Arrêté n° 2025 T 18517 modifiant, à titre provisoire, la règle de la circulation générale rue de Saint-Quentin, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/11/2025,19/11/2025,128,True,False,True,45431,s3://parisarretes/arretes/2025/2025_T_18517_0c024e71.pdf,2025-11-22T05:21:03.507423
2025 T 18494,"Arrêté n° 2025 T 18494 modifiant, à titre provisoire, les règles de stationnement rue Juge, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,14/11/2025,51,False,True,True,45428,s3://parisarretes/arretes/2025/2025_T_18494_9e62ba9d.pdf,2025-11-22T05:21:03.508300
2025 T 18495,"Arrêté n° 2025 T 18495 modifiant, à titre provisoire, les règles de stationnement rue de l'Église, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,104,False,True,True,45429,s3://parisarretes/arretes/2025/2025_T_18495_b8a563f4.pdf,2025-11-22T05:21:03.508030
2025 T 18524,"Arrêté n° 2025 T 18524 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement rue de Dantzig, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,111,True,True,True,45432,s3://parisarretes/arretes/2025/2025_T_18524_a19ec708.pdf,2025-11-22T05:21:03.506934
2025 T 18510,"Arrêté n° 2025 T 18510 modifiant, à titre provisoire, les règles de stationnement rue Labrouste, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/11/2025,17/11/2025,52,False,True,True,45430,s3://parisarretes/arretes/2025/2025_T_18510_4de0ac0a.pdf,2025-11-22T05:21:03.507749
2025 T 18368,"Arrêté n° 2025 T 18368 modifiant, à titre provisoire, les règles de circulation rues Censier et du Gril, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,21/11/2025,17/11/2025,114,True,False,True,45427,s3://parisarretes/arretes/2025/2025_T_18368_0067d3b9.pdf,2025-11-22T05:21:03.508585
2025 T 18042,"Arrêté n° 2025 T 18042 modifiant, à titre provisoire, les règles de circulation et de stationnement rue de Charonne, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,21/11/2025,31/10/2025,107,True,True,True,45426,s3://parisarretes/arretes/2025/2025_T_18042_6caf4fac.pdf,2025-11-22T05:21:03.508981
2025 E 18298,"Arrêté n° 2025 E 18298 modifiant, à titre provisoire, la règle du stationnement rue de Lancry, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/11/2025,19/11/2025,120,False,True,True,45425,s3://parisarretes/arretes/2025/2025_E_18298_5d42a6dc.pdf,2025-11-22T05:21:03.509263
2025 C 18528,"Arrêté n° 2025 C 18528 modifiant, à titre provisoire, la règle du stationnement rue de l’Hôtel de Ville et rue de la Cerisaie, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/11/2025,19/11/2025,126,False,True,True,45424,s3://parisarretes/arretes/2025/2025_C_18528_66ac38ea.pdf,2025-11-22T05:21:03.509570
2025 T 18587,"Arrêté n° 2025 T 18587 modifiant, à titre provisoire, les règles de stationnement et de circulation générale et des cycles avenue Jean Moulin, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,24/11/2025,19/11/2025,175,True,True,True,45529,s3://parisarretes/arretes/2025/2025_T_18587_18d856d7.pdf,2025-11-25T05:21:17.969457
2025 T 18604,"Arrêté n° 2025 T 18604 modifiant, à titre provisoire, les règles de stationnement rue Mazarine, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,24/11/2025,19/11/2025,173,False,True,True,45530,s3://parisarretes/arretes/2025/2025_T_18604_798a55d1.pdf,2025-11-25T05:21:17.969148
2025 T 18597,"Arrêté n° 2025 T 18597 modifiant, à titre provisoire, les règles de circulation des véhicules de transports en commun, des taxis et des cycles rue d'Alésia, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,24/11/2025,19/11/2025,175,True,False,True,45533,s3://parisarretes/arretes/2025/2025_T_18597_b5a6a0fa.pdf,2025-11-25T05:21:17.968673
2025 T 18595,"Arrêté n° 2025 T 18595 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement boulevard Pereire, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,24/11/2025,19/11/2025,113,True,True,True,45525,s3://parisarretes/arretes/2025/2025_T_18595_6e0dafdc.pdf,2025-11-25T05:21:17.970057
2025 T 18626,"Arrêté n° 2025 T 18626 modifiant, à titre provisoire, la règle de la circulation générale rue d’Anjou, à Paris 8e",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,24/11/2025,20/11/2025,143,True,False,True,45524,s3://parisarretes/arretes/2025/2025_T_18626_eac71d2e.pdf,2025-11-25T05:21:17.970355
2025 T 18534,"Arrêté n° 2025 T 18534 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue du Noyer-Durand, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45522,s3://parisarretes/arretes/2025/2025_T_18534_ed90dbe5.pdf,2025-11-25T05:21:17.970633
2025 T 18622,"Arrêté n° 2025 T 18622 modifiant, à titre provisoire, la règle de la circulation générale rue Jadin, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,24/11/2025,19/11/2025,104,True,False,True,45526,s3://parisarretes/arretes/2025/2025_T_18622_995fe595.pdf,2025-11-25T05:21:17.969758
2025 T 18606,"Arrêté n° 2025 T 18606 modifiant, à titre provisoire, la règle de stationnement boulevard des Batignolles, à Paris 17 e",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,24/11/2025,19/11/2025,105,False,True,True,45521,s3://parisarretes/arretes/2025/2025_T_18606_1270adb2.pdf,2025-11-25T05:21:17.970914
2025 T 18599,"Arrêté n° 2025 T 18599 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement rue Coysevox, à Paris 18e",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,24/11/2025,19/11/2025,151,True,True,True,45519,s3://parisarretes/arretes/2025/2025_T_18599_9a438d3f.pdf,2025-11-25T05:21:17.971209
2025 T 18603,"Arrêté n° 2025 T 18603 modifiant, à titre provisoire, les règles de circulation générale avenue de Choisy, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,24/11/2025,19/11/2025,49,True,False,True,45505,s3://parisarretes/arretes/2025/2025_T_18603_7dad62cd.pdf,2025-11-25T05:21:52.881010
2025 T 18619,"Arrêté n° 2025 T 18619 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale boulevard de la Villette, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45506,s3://parisarretes/arretes/2025/2025_T_18619_1d1b63f1.pdf,2025-11-25T05:21:52.880695
2025 T 18591,"Arrêté n° 2025 T 18591 modifiant, à titre provisoire, les règles de circulation générale et des cycles rue de Bellevue, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,True,False,True,45504,s3://parisarretes/arretes/2025/2025_T_18591_5717d317.pdf,2025-11-25T05:21:52.881324
2025 T 18641,"Arrêté n° 2025 T 18641 modifiant, à titre provisoire, les règles de circulation dans l’intégralité du souterrain Villette, à Paris 19e.",Direction de la Voirie et des Déplacements,David MAIGNAN,24/11/2025,20/11/2025,142,True,False,True,45518,s3://parisarretes/arretes/2025/2025_T_18641_9c116a26.pdf,2025-11-25T05:21:52.879565
2025 C 18372,"Arrêté n° 2025 C 18372 modifiant, à titre provisoire, les règles de stationnement rues des Bernardins et de Poissy, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,24/11/2025,10/11/2025,59,False,True,True,45514,s3://parisarretes/arretes/2025/2025_C_18372_383a5de3.pdf,2025-11-25T05:21:52.880213
2025 T 18589,"Arrêté n° 2025 T 18589 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue Archereau, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45503,s3://parisarretes/arretes/2025/2025_T_18589_6845480f.pdf,2025-11-25T05:21:52.881601
2025 T 18585,"Arrêté n° 2025 T 18585 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue de Romainville, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45502,s3://parisarretes/arretes/2025/2025_T_18585_00d309ef.pdf,2025-11-25T05:21:52.881870
2025 T 18565,"Arrêté n° 2025 T 18565 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue de Belleville, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45500,s3://parisarretes/arretes/2025/2025_T_18565_727001c3.pdf,2025-11-25T05:21:52.882177
2025 T 18537,"Arrêté n° 2025 T 18537 modifiant, à titre provisoire, les règles de stationnement et de circulation générale des cycles boulevard de la Villette, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,51,True,True,True,45499,s3://parisarretes/arretes/2025/2025_T_18537_88d2e039.pdf,2025-11-25T05:21:52.882461
2025 T 18520,"Arrêté n° 2025 T 18520 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue de l'Orme, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,50,False,True,True,45497,s3://parisarretes/arretes/2025/2025_T_18520_36a56b4f.pdf,2025-11-25T05:21:52.882728
2025 T 18498,"Arrêté n° 2025 T 18498 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rues Delesseux et des Ardennes, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,24/11/2025,20/11/2025,51,False,True,True,45496,s3://parisarretes/arretes/2025/2025_T_18498_e34ed26c.pdf,2025-11-25T05:22:20.927852
2025 P 18376,"Arrêté n° 2025 P 18376 portant création de voies cyclables place Félix Éboué, à Paris 12e.",Direction de la Voirie et des Déplacements,François WOUTS,24/11/2025,20/11/2025,51,True,False,False,45495,s3://parisarretes/arretes/2025/2025_P_18376_2c6fa252.pdf,2025-11-25T05:22:20.928424
2025 T 18545,"Arrêté n° 2025 T 18545 modifiant, à titre provisoire, les règles de stationnement rue du Laos, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,18/11/2025,52,False,True,True,45578,s3://parisarretes/arretes/2025/2025_T_18545_3227162b.pdf,2025-11-26T05:20:36.776097
2025 T 18508,"Arrêté n° 2025 T 18508 modifiant, à titre provisoire, les règles de stationnement rue Fantin Latour, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,17/11/2025,51,False,True,True,45577,s3://parisarretes/arretes/2025/2025_T_18508_ffb62320.pdf,2025-11-26T05:20:36.776380
2025 T 18631,"Arrêté n° 2025 T 18631 modifiant, à titre provisoire les règles du stationnement rue Cortambert, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,20/11/2025,106,False,True,True,45590,s3://parisarretes/arretes/2025/2025_T_18631_6b46a85a.pdf,2025-11-26T05:20:36.775079
2025 T 18633,"Arrêté n° 2025 T 18633 modifiant, à titre provisoire, les règles de stationnement rue Claude Bernard, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,20/11/2025,114,False,True,True,45573,s3://parisarretes/arretes/2025/2025_T_18633_95838dd2.pdf,2025-11-26T05:20:36.776970
2025 T 18643,"Arrêté n° 2025 T 18643 modifiant, à titre provisoire, les règles de stationnement de zone de livraison boulevard Pasteur, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,20/11/2025,52,False,True,True,45575,s3://parisarretes/arretes/2025/2025_T_18643_ccfcc73b.pdf,2025-11-26T05:20:36.776683
2025 T 18676,"Arrêté n° 2025 T 18676 modifiant, à titre provisoire, les règles de stationnement et de circulation générale avenue Georges Lafenestre, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,21/11/2025,114,True,True,True,45555,s3://parisarretes/arretes/2025/2025_T_18676_e179bcd1.pdf,2025-11-26T05:20:36.777670
2025 T 18594,"Arrêté n° 2025 T 18594 modifiant, à titre provisoire, les règles de stationnement rue Sextius Michel, à Paris 15e",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,19/11/2025,107,False,True,True,45581,s3://parisarretes/arretes/2025/2025_T_18594_aa34a7fb.pdf,2025-11-26T05:20:36.775496
2025 T 18624,"Arrêté n° 2025 T 18624 modifiant, à titre provisoire, les règles de stationnement boulevard des Frères Voisin, à Paris 15e..",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,20/11/2025,52,False,True,True,45570,s3://parisarretes/arretes/2025/2025_T_18624_e1a3a925.pdf,2025-11-26T05:20:36.777253
2025 T 18617,"Arrêté n° 2025 T 18617 modifiant, à titre provisoire, les règles de stationnement rue Littré, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,20/11/2025,102,False,True,True,45579,s3://parisarretes/arretes/2025/2025_T_18617_637ddb7c.pdf,2025-11-26T05:20:36.775810
2025 T 18630,"Arrêté n° 2025 T 18630 modifiant, à titre provisoire, les règles de stationnement rue de Monttessuy, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,20/11/2025,49,False,True,True,45554,s3://parisarretes/arretes/2025/2025_T_18630_8a76e571.pdf,2025-11-26T05:20:36.778157
2025 T 18607,"Arrêté n° 2025 T 18607 modifiant, à titre provisoire, les règles de circulation générale et des cycles boulevard Jourdan, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,49,True,False,True,45549,s3://parisarretes/arretes/2025/2025_T_18607_117c336e.pdf,2025-11-26T05:21:15.823844
2025 T 18614,"Arrêté n° 2025 T 18614 modifiant, à titre provisoire, les règles de stationnement et de circulation générale et des cycles rue Pernety, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,52,True,True,True,45551,s3://parisarretes/arretes/2025/2025_T_18614_49277b3f.pdf,2025-11-26T05:21:15.823250
2025 T 18616,"Arrêté n° 2025 T 18616 modifiant, à titre provisoire, les règles de circulation générale rue Vandamme, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,49,True,False,True,45552,s3://parisarretes/arretes/2025/2025_T_18616_03d21804.pdf,2025-11-26T05:21:15.822969
2025 T 18610,"Arrêté n° 2025 T 18610 modifiant, à titre provisoire, les règles de stationnement rue Thibaud, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,49,False,True,True,45550,s3://parisarretes/arretes/2025/2025_T_18610_32844538.pdf,2025-11-26T05:21:15.823524
2025 T 18621,"Arrêté n° 2025 T 18621 modifiant, à titre provisoire, la règle de la circulation générale pont Maria Casarès, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,120,True,False,True,45553,s3://parisarretes/arretes/2025/2025_T_18621_bc4dfd46.pdf,2025-11-26T05:21:15.822607
2025 T 18601,"Arrêté n° 2025 T 18601 modifiant, à titre provisoire, les règles de stationnement et de circulation des cycles rues de la Tombe Issoire et Paul Fort, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,61,True,True,True,45548,s3://parisarretes/arretes/2025/2025_T_18601_a2ec84d9.pdf,2025-11-26T05:21:15.824124
2025 T 18592,"Arrêté n° 2025 T 18592 modifiant, à titre provisoire, les règles de circulation générale voie AF/14 (Autopont), à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,49,True,False,True,45546,s3://parisarretes/arretes/2025/2025_T_18592_b5dba0ba.pdf,2025-11-26T05:21:15.824699
2025 T 18596,"Arrêté n° 2025 T 18596 modifiant, à titre provisoire, les règles du stationnement payant Route de la Seine à la Butte Mortemart, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,19/11/2025,52,False,True,True,45547,s3://parisarretes/arretes/2025/2025_T_18596_5891869e.pdf,2025-11-26T05:21:15.824408
2025 T 18583,"Arrêté n° 2025 T 18583 modifiant, à titre provisoire, les règles de circulation générale rues Dauphine, de l'Ancienne Comédie, André Mazet et Saint-André des Arts, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,25/11/2025,19/11/2025,60,True,False,True,45544,s3://parisarretes/arretes/2025/2025_T_18583_75faedc8.pdf,2025-11-26T05:21:15.825242
2025 T 18586,"Arrêté n° 2025 T 18586 modifiant, à titre provisoire, les règles de la circulation générale et de stationnement rue Mirabeau, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,19/11/2025,117,True,True,True,45545,s3://parisarretes/arretes/2025/2025_T_18586_466fad5f.pdf,2025-11-26T05:21:15.824970
2025 T 18490,"Arrêté n° 2025 T 18490 modifiant, à titre provisoire, la règle de la circulation générale rue Joubert et rue de la Victoire, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,121,True,False,True,45539,s3://parisarretes/arretes/2025/2025_T_18490_2f675ab7.pdf,2025-11-26T05:21:42.309796
2025 T 18499,"Arrêté n° 2025 T 18499 modifiant, à titre provisoire, la règle du stationnement rue de Valenciennes, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,134,False,True,True,45540,s3://parisarretes/arretes/2025/2025_T_18499_29c29d2c.pdf,2025-11-26T05:21:42.309484
2025 T 18502,"Arrêté n° 2025 T 18502 modifiant, à titre provisoire, la règle du stationnement rue Saint-Maur et avenue Parmentier, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,136,False,True,True,45541,s3://parisarretes/arretes/2025/2025_T_18502_689455a2.pdf,2025-11-26T05:21:42.309208
2025 T 18521,"Arrêté n° 2025 T 18521 modifiant, à titre provisoire, les règles de stationnement route de l'Etoile, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,17/11/2025,51,False,True,True,45542,s3://parisarretes/arretes/2025/2025_T_18521_37e19209.pdf,2025-11-26T05:21:42.308926
2025 T 18234,"Arrêté n° 2025 T 18234 modifiant, à titre provisoire, la règle du stationnement rue Mornay, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,133,False,True,True,45537,s3://parisarretes/arretes/2025/2025_T_18234_fdb5f85f.pdf,2025-11-26T05:21:42.310359
2025 T 18571,"Arrêté n° 2025 T 18571 modifiant, à titre provisoire, les règles de stationnement rue de La Tour et rue Mignard, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,18/11/2025,52,False,True,True,45543,s3://parisarretes/arretes/2025/2025_T_18571_e42fa594.pdf,2025-11-26T05:21:42.308558
2025 E 18620,"Arrêté n° 2025 E 18620 modifiant, à titre provisoire, les règles de stationnement rue Brancion et Castagnary, à Paris 15e. [modifie et remplace l'arrêté n° 2025 T 18092, du 28 octobre 2025]",Direction de la Voirie et des Déplacements,Miéna GERMON,25/11/2025,19/11/2025,53,False,True,True,45621,s3://parisarretes/arretes/2025/2025_E_18620_95c022fc.pdf,2025-11-26T05:21:42.310628
2025 T 18453,"Arrêté n° 2025 T 18453 modifiant, à titre provisoire, la règle de la circulation générale rue Eugène Spuller, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,134,True,False,True,45538,s3://parisarretes/arretes/2025/2025_T_18453_1d9c27bd.pdf,2025-11-26T05:21:42.310086
2025 C 18531,"Arrêté n° 2025 C 18531 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale dans plusieurs voies, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,25/11/2025,21/11/2025,135,True,True,True,45535,s3://parisarretes/arretes/2025/2025_C_18531_a7109026.pdf,2025-11-26T05:21:42.310940
2025 T 18665,"Arrêté n° 2025 T 18665 modifiant, à titre provisoire, les règles de stationnement rue de la Quintinie, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,51,False,True,True,45619,s3://parisarretes/arretes/2025/2025_T_18665_4c595458.pdf,2025-11-27T05:21:15.907957
2025 T 18710,"Arrêté n° 2025 T 18710 modifiant, à titre provisoire, les règles de stationnement rue Hippolyte Maindron, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,26/11/2025,24/11/2025,49,False,True,True,45624,s3://parisarretes/arretes/2025/2025_T_18710_efb13ac5.pdf,2025-11-27T05:21:15.907646
2025 T 18667,"Arrêté n° 2025 T 18667 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rue de la Brêche aux Loups et rue de la Durance, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,26/11/2025,25/11/2025,52,True,True,True,45626,s3://parisarretes/arretes/2025/2025_T_18667_222a0f5f.pdf,2025-11-27T05:21:15.907323
2025 T 18293,"Arrêté n° 2025 T 18293 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale square Bolivar, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,26/11/2025,13/11/2025,50,False,True,True,45627,s3://parisarretes/arretes/2025/2025_T_18293_5c3495e7.pdf,2025-11-27T05:21:15.906900
2025 T 18699,"Arrêté n° 2025 T 18699 modifiant, à titre provisoire, la règle de la circulation générale rue de Courcelles, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,24/11/2025,100,True,False,True,45616,s3://parisarretes/arretes/2025/2025_T_18699_a171221a.pdf,2025-11-27T05:21:15.908525
2025 T 18702,"Arrêté n° 2025 T 18702 modifiant, à titre provisoire, la règle de circulation générale boulevard de l'Hôpital, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,26/11/2025,24/11/2025,48,True,False,True,45617,s3://parisarretes/arretes/2025/2025_T_18702_b4df8290.pdf,2025-11-27T05:21:15.908244
2025 T 18684,"Arrêté n° 2025 T 18684 modifiant, à titre provisoire, la règle du stationnement rue des Batignolles et rue Mariotte, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,24/11/2025,106,False,True,True,45615,s3://parisarretes/arretes/2025/2025_T_18684_6b338c6d.pdf,2025-11-27T05:21:15.908800
2025 T 18682,"Arrêté n° 2025 T 18682 modifiant, à titre provisoire, les règles de stationnement, rues du Pic de Barette et Balard, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,51,False,True,True,45613,s3://parisarretes/arretes/2025/2025_T_18682_b38e74a0.pdf,2025-11-27T05:21:15.909369
2025 T 18683,"Arrêté n° 2025 T 18683 modifiant, à titre provisoire, la règle du stationnement rue Laugier, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,103,False,True,True,45614,s3://parisarretes/arretes/2025/2025_T_18683_2ff05a4d.pdf,2025-11-27T05:21:15.909091
2025 T 18681,"Arrêté n° 2025 T 18681 modifiant, à titre provisoire, la règle du stationnement rue Daubigny, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,104,False,True,True,45612,s3://parisarretes/arretes/2025/2025_T_18681_ffcefc94.pdf,2025-11-27T05:21:15.909784
2025 T 18664,"Arrêté n° 2025 T 18664 modifiant, à titre provisoire, les règles de circulation générale quai de la Rapée, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,26/11/2025,24/11/2025,50,True,False,True,45607,s3://parisarretes/arretes/2025/2025_T_18664_cd1651f7.pdf,2025-11-27T05:21:55.845232
2025 T 18679,"Arrêté n° 2025 T 18679 modifiant, à titre provisoire, la règle du stationnement rue Coysevox, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,103,False,True,True,45611,s3://parisarretes/arretes/2025/2025_T_18679_c1b358bd.pdf,2025-11-27T05:21:55.843102
2025 T 18672,"Arrêté n° 2025 T 18672 modifiant, à titre provisoire, la règle de la circulation générale rue Baron et rue Roberval, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,104,True,False,True,45608,s3://parisarretes/arretes/2025/2025_T_18672_ca94a89b.pdf,2025-11-27T05:21:55.844694
2025 T 18677,"Arrêté n° 2025 T 18677 modifiant, à titre provisoire, la règle du stationnement rue de Tocqueville, à Paris 17e",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,26/11/2025,21/11/2025,105,False,True,True,45609,s3://parisarretes/arretes/2025/2025_T_18677_8f95d586.pdf,2025-11-27T05:21:55.844198
2025 T 18661,"Arrêté n° 2025 T 18661 modifiant, à titre provisoire, les règles de stationnement rue d'Ankara, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,26/11/2025,21/11/2025,52,False,True,True,45606,s3://parisarretes/arretes/2025/2025_T_18661_21813c50.pdf,2025-11-27T05:21:55.845678
